"음주운전","0.15%~0.199%",야,2896,58,4895,157,5,268,137,5,232,199,5,339,285,7,478,268,4,438,258,6,427,224,2,402,276,7,438,306,5,506,288,6,517,280,4,474,218,2,376,3150,45,5271,182,2,308,199,3,323,230,2,371,232,3,392,317,8,548,314,7,494,351,2,636,367,9,609,314,2,497,248,4,428,220,2,385,176,1,280,2757,41,4458,172,8,252,170,6,267,228,2,377,228,2,399,251,1,389,245,6,403,302,4,497,253,5,395,226,2,364,290,2,490,226,1,360,166,2,265,2808,32,4603,184,6,319,143,2,227,176,2,269,243,3,429,262,4,436,284,2,460,265,0,423,277,3,449,282,3,473,262,4,419,212,3,335,218,0,364,2429,26,3839,187,1,320,153,6,251,190,1,280,190,1,289,193,1,307,205,1,323,254,4,428,227,3,346,241,1,369,198,3,312,176,4,259,215,0,355
"음주운전","0.20%~0.249%",주,343,11,552,10,2,16,13,1,23,17,0,23,26,0,47,42,1,63,32,2,52,41,2,58,34,1,43,40,0,77,34,1,54,31,0,57,23,1,39,354,14,555,21,0,33,21,4,32,25,0,36,16,0,28,30,3,49,47,1,80,41,1,53,45,1,70,32,2,49,31,1,54,36,1,58,9,0,13,305,4,481,9,0,14,14,0,23,16,0,26,32,0,50,28,0,41,25,0,40,32,2,47,49,0,84,25,0,42,35,0,49,29,2,46,11,0,19,324,4,550,9,0,17,8,0,13,17,1,29,22,1,31,32,0,55,36,1,54,40,0,64,48,1,95,43,0,84,32,0,55,24,0,36,13,0,17,299,3,482,17,0,25,9,0,12,23,0,29,25,0,44,24,0,37,31,1,49,32,1,49,31,0,47,39,0,80,29,1,44,19,0,34,20,0,32
"음주운전","0.20%~0.249%",야,887,34,1467,50,2,88,44,3,74,48,8,75,76,5,111,99,3,159,88,4,131,91,1,160,91,1,148,93,1,159,60,2,111,74,2,121,73,2,130,853,24,1367,42,1,62,47,2,75,61,3,94,67,3,94,73,2,121,79,2,139,115,3,190,131,2,216,93,2,143,62,0,99,50,2,74,33,2,60,756,13,1220,29,0,48,36,2,60,45,2,64,58,2,95,73,1,110,69,3,109,114,1,191,94,0,143,68,0,122,77,2,134,52,0,83,41,0,61,863,18,1428,46,4,71,47,0,77,37,1,56,72,2,114,78,2,141,89,0,136,111,2,175,94,3,160,96,1,171,74,1,139,62,2,94,57,0,94,739,19,1167,59,2,97,40,1,80,38,2,57,59,2,95,57,0,81,69,3,105,96,0,141,85,1,128,81,3,125,60,2,111,43,0,61,52,3,86
"음주운전","0.25%~0.299%",주,108,3,190,5,0,7,4,0,4,5,0,10,9,0,13,12,1,30,20,0,39,10,0,11,13,2,20,6,0,14,11,0,15,8,0,20,5,0,7,81,5,121,4,1,5,1,1,2,4,0,5,7,0,9,9,0,14,4,0,9,14,0,22,12,1,15,9,0,13,9,0,14,4,1,6,4,1,7,104,2,169,4,0,5,4,1,6,5,0,9,8,0,21,10,1,16,14,0,27,19,0,28,12,0,18,13,0,18,8,0,8,4,0,5,3,0,8,100,2,167,5,0,13,1,0,1,3,0,6,9,0,18,10,0,14,6,0,9,20,1,36,16,0,23,8,0,14,13,0,19,3,0,6,6,1,8,100,0,169,5,0,6,4,0,8,10,0,12,7,0,10,6,0,13,9,0,19,14,0,23,11,0,15,13,0,23,11,0,26,9,0,13,1,0,1
"음주운전","0.25%~0.299%",야,194,11,327,12,1,21,13,2,15,18,1,29,14,1,18,17,1,19,25,1,48,13,0,21,16,0,28,25,0,48,20,2,47,13,1,20,8,1,13,146,8,247,5,0,6,12,3,13,11,3,13,8,0,13,11,0,19,17,0,40,24,1,44,22,1,36,14,0,21,9,0,25,7,0,10,6,0,7,129,3,201,9,0,16,3,0,5,4,0,10,10,0,20,13,0,19,21,2,32,14,1,18,21,0,32,7,0,10,10,0,14,6,0,9,11,0,16,167,6,286,10,0,21,14,3,20,4,1,3,13,0,13,10,0,22,22,1,36,16,0,29,21,0,34,22,0,42,10,0,14,8,0,20,17,1,32,136,5,209,9,1,22,10,1,11,8,0,9,7,0,9,7,0,10,15,0,22,12,0,19,15,0,20,14,1,23,18,1,26,9,1,17,12,0,21
"음주운전","0.30%~0.349%",주,36,0,57,2,0,5,1,0,1,1,0,2,1,0,1,6,0,7,5,0,9,3,0,4,7,0,13,3,0,3,3,0,6,2,0,3,2,0,3,20,1,27,1,0,1,2,0,3,2,0,3,2,0,2,-,-,-,4,1,5,2,0,4,3,0,4,1,0,1,3,0,4,-,-,-,-,-,-,27,0,45,-,-,-,-,-,-,-,-,-,2,0,3,-,-,-,5,0,13,5,0,7,6,0,7,6,0,11,2,0,3,1,0,1,-,-,-,14,0,24,-,-,-,-,-,-,1,0,1,1,0,1,-,-,-,3,0,5,1,0,3,3,0,6,1,0,1,2,0,3,1,0,1,1,0,3,17,0,26,-,-,-,1,0,2,-,-,-,1,0,1,1,0,1,2,0,5,4,0,6,4,0,6,2,0,3,1,0,1,1,0,1,-,-,-
"음주운전","0.30%~0.349%",야,28,3,40,2,0,4,1,0,1,2,1,4,1,0,1,3,0,4,3,1,6,5,0,9,3,0,3,2,0,2,-,-,-,4,0,5,2,1,1,19,3,33,3,1,3,1,0,2,-,-,-,-,-,-,2,0,3,5,2,13,3,0,5,1,0,1,-,-,-,1,0,1,2,0,4,1,0,1,18,0,33,2,0,4,1,0,1,-,-,-,2,0,3,2,0,3,1,0,2,2,0,8,1,0,1,2,0,4,4,0,6,1,0,1,-,-,-,30,0,49,4,0,10,2,0,5,-,-,-,2,0,2,1,0,1,4,0,6,2,0,2,6,0,11,4,0,5,3,0,4,-,-,-,2,0,3,28,1,45,3,0,4,1,0,3,-,-,-,2,0,3,4,0,4,3,0,3,4,0,6,4,1,6,3,0,7,3,0,8,-,-,-,1,0,1
"음주운전","0.35%이상",주,14,1,19,-,-,-,-,-,-,1,0,3,-,-,-,3,0,3,-,-,-,2,0,2,2,0,2,2,0,6,1,0,1,2,1,1,1,0,1,5,1,5,-,-,-,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,1,0,1,-,-,-,2,1,1,-,-,-,-,-,-,6,0,10,-,-,-,1,0,1,-,-,-,1,0,1,1,0,2,1,0,2,-,-,-,-,-,-,1,0,3,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,1,20,1,0,1,-,-,-,-,-,-,1,0,1,1,0,2,-,-,-,2,1,1,-,-,-,-,-,-,3,0,6,-,-,-,1,0,9
"음주운전","0.35%이상",야,13,1,17,1,0,2,-,-,-,1,0,2,1,0,1,-,-,-,1,0,1,2,1,2,1,0,2,3,0,3,2,0,3,1,0,1,-,-,-,9,0,12,-,-,-,2,0,2,1,0,1,-,-,-,1,0,1,2,0,4,-,-,-,-,-,-,2,0,3,-,-,-,1,0,1,-,-,-,12,1,15,2,0,3,-,-,-,1,0,1,1,0,2,1,0,1,1,0,1,1,0,2,1,1,0,3,0,4,1,0,1,-,-,-,-,-,-,14,2,24,2,0,2,-,-,-,3,1,6,-,-,-,-,-,-,-,-,-,3,0,7,-,-,-,1,0,1,1,0,1,2,1,3,2,0,4,13,0,22,3,0,5,-,-,-,1,0,1,1,0,2,1,0,5,-,-,-,1,0,1,3,0,4,1,0,1,-,-,-,1,0,1,1,0,2
"음주운전","측정불응",주,93,0,153,8,0,18,1,0,1,8,0,13,5,0,6,10,0,18,12,0,17,7,0,18,12,0,22,4,0,4,8,0,10,15,0,21,3,0,5,99,0,157,7,0,11,4,0,4,7,0,10,14,0,27,10,0,14,5,0,6,6,0,6,10,0,19,14,0,21,9,0,11,8,0,18,5,0,10,85,1,134,4,0,5,4,0,5,6,0,10,5,0,6,10,0,16,12,0,23,9,0,13,8,0,15,3,0,6,10,1,14,6,0,7,8,0,14,74,0,129,4,0,4,2,0,3,2,0,3,6,0,9,8,0,18,11,0,19,8,0,13,7,0,8,6,0,13,8,0,11,6,0,16,6,0,12,97,0,167,6,0,12,5,0,5,4,0,8,10,0,17,11,0,17,7,0,9,10,0,11,9,0,11,9,0,14,11,0,21,10,0,29,5,0,13
"음주운전","측정불응",야,238,0,374,21,0,31,18,0,25,18,0,32,26,0,43,19,0,31,21,0,35,15,0,19,20,0,26,14,0,19,20,0,28,21,0,39,25,0,46,371,0,585,26,0,46,35,0,55,31,0,57,26,0,41,30,0,45,32,0,45,37,0,58,30,0,40,28,0,38,37,0,56,33,0,60,26,0,44,299,3,514,23,1,34,30,0,40,28,0,52,23,0,35,23,0,41,23,0,40,20,0,31,18,0,27,25,0,44,26,1,48,33,1,73,27,0,49,304,1,479,26,0,44,22,0,33,25,0,45,29,1,45,25,0,31,19,0,27,25,0,39,18,0,29,32,0,53,25,0,35,27,0,55,31,0,43,251,1,394,32,0,43,23,0,46,19,0,31,20,0,42,17,0,25,11,0,15,20,1,26,15,0,22,20,0,30,23,0,38,25,0,38,26,0,38
"측정불능","측정불능",주,257,8,361,20,1,28,23,1,29,17,1,25,28,0,41,31,2,38,19,0,28,27,1,43,17,0,28,20,0,29,20,2,24,24,0,32,11,0,16,42,3,58,19,3,18,14,0,25,2,0,4,-,-,-,-,-,-,1,0,1,1,0,1,2,0,2,-,-,-,-,-,-,1,0,4,2,0,3,5,2,19,1,0,1,-,-,-,-,-,-,1,0,2,-,-,-,1,0,1,-,-,-,-,-,-,2,2,15,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,-,-,-,1,0,1,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"측정불능","측정불능",야,217,11,309,11,2,12,13,0,16,29,1,41,19,0,24,15,1,28,23,3,39,14,0,18,15,0,20,17,0,26,16,1,26,21,0,28,24,3,31,32,1,49,13,0,25,10,1,13,6,0,8,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,1,0,1,6,1,6,-,-,-,-,-,-,1,0,1,2,0,2,-,-,-,-,-,-,-,-,-,1,0,1,1,1,0,1,0,2,-,-,-,-,-,-,4,0,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,0,2,-,-,-,-,-,-,-,-,-,1,0,1,-,-,-,1,0,1,2,1,1,-,-,-,-,-,-,1,0,1,-,-,-,-,-,-,-,-,-,1,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"정상운전","정상운전",주,134191,1661,199873,9308,147,13663,8287,92,12787,10518,120,15543,11287,149,16798,12616,165,18835,11280,140,16990,11651,123,17077,11741,126,18004,11186,142,16766,12632,156,18692,12693,155,18638,10992,146,16080,122138,1551,177367,9536,134,14231,8959,98,12891,8532,119,12384,9513,115,13856,10782,128,15741,11318,107,16434,10417,113,15254,10236,154,15215,10833,158,15442,11381,158,16432,10967,140,15829,9664,127,13658,123220,1564,177112,8590,105,12400,8534,105,12459,10033,126,14379,10742,118,15393,10707,148,15569,10997,119,15885,11083,135,15955,10095,126,14765,10547,129,15161,10921,149,15594,10912,159,15444,10059,145,14108,119268,1452,170790,9366,88,13435,7402,77,10615,8122,93,11233,10187,107,14769,11405,131,16268,10039,130,14206,10393,117,15199,10026,122,14618,10422,141,14864,11210,164,16332,10629,156,14836,10067,126,14415,122869,1365,176400,8400,97,11958,7821,94,11170,10087,106,14102,10165,87,14753,11362,133,16429,10666,111,15296,10320,100,14942,10862,131,15860,11110,130,16003,10754,139,15422,11088,134,15872,10234,103,14593
"정상운전","정상운전",야,79227,1374,115208,6143,126,8770,5458,86,8070,6314,100,9195,6401,115,9314,6759,112,9969,6384,109,9243,6472,97,9485,6915,100,10233,6661,126,9516,7526,147,10801,7248,115,10391,6946,141,10221,70195,1239,100657,6165,117,9164,5908,99,8360,4931,88,7052,5208,78,7540,5912,99,8554,6274,122,9090,6242,105,9012,5810,106,8469,5841,123,8133,6428,127,9326,6065,97,8622,5411,78,7335,65005,1143,90818,5057,67,6959,4806,80,6842,5331,72,7571,5449,81,7769,5420,90,7622,5389,85,7531,5642,97,7901,5125,109,7149,5312,100,7250,6011,142,8500,5840,111,8087,5623,109,7637,62502,1066,86745,5294,89,7287,3960,68,5401,4405,75,5956,4995,88,6930,5420,83,7517,5161,81,7179,5428,106,7539,5249,103,7376,5490,101,7611,5977,99,8294,5704,80,7989,5419,93,7666,62382,1026,86769,4848,82,6813,4459,70,6207,4835,70,6704,5130,82,7175,5194,61,7324,5049,77,7050,5085,88,6953,5295,100,7433,5587,102,7846,5577,113,7626,5591,105,7738,5732,76,7900
